#,Release Date,Title,Instructor,Price,Product Type,Tags,URL
62,2018-05-05,"Leglocks: Enter The System by John Danaher","John Danaher",197.00,"COMBO","above-100, above-130, above-160, above-200, above-30, above-60, all-nav, auto-best-seller, best_selling, best_selling_fighter, bestsellers-new, Facebook, featured-bestsellers, Fighter_John Danaher, GTIN, hide-combo, John Danaher, level-3, MC_Fundamentals, MC_Submissions, New, protection-plan, quiz_bestseller, SC_Submissions_Foot_&_Leg_Attacks, Show_More_App, SUBMISSIONS / LEG ATTACKS, Technique_Leg Attacks, Technique_Leglocks, TopBestSeller, trending-now",https://bjjfanatics.com/products/leglocks-enter-the-system-by-john-danaher
63,2018-05-12,"The Pillars Escapes by Stephen Whittier","Stephen Whittier",79.00,"COMBO","above-30, above-60, auto-best-seller, Facebook, Fighter_Stephen Whittier, hide-combo, hide-dvd, MC_Escapes, Nlessons-42, quiz_bestseller, Show_More_App, Vtime-6h17min",https://bjjfanatics.com/products/the-pillars-escapes-by-stephen-whittier
64,2018-05-13,"Beyond Krav Maga by Aaron Jannetti","Aaron Jannetti",79.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, Facebook, Fighter_Aaron Jannetti, hide-combo, hide-dvd, MC_Self_Defense, OTHERS, Show_More_App, stock, Technique_Self Defense",https://bjjfanatics.com/products/beyond-krav-maga-by-aaron-jannetti
65,2018-05-13,"Kimuras as a way of Doing BJJ by Robson ""Mau-Mau"" Lima","Mau Mau",149.00,"COMBO","above-100, above-130, above-30, above-60, best_sellers_two_years, Facebook, Fighter_Mau Mau, hide-combo, hide-dvd, Mau Mau, MC_Submissions, SC_Submissions_Arm_Attacks, Show_More_App, Submissions, Technique_Kimuras",https://bjjfanatics.com/products/kimuras-as-a-way-of-doing-bjj-by-mau-mau
66,2018-05-13,"Ripped In 12 Weeks Intermittent Fasting & Easy Bodyweight Fitness by Tom Deblass","Tom DeBlass",79.00,"COMBO","above-30, above-60, auto-best-seller, best_selling, best_selling_fighter, diet, Facebook, featured-bestsellers, Fighter_Tom DeBlass, GTIN, hide-combo, hide-dvd, MC_Conditioning, New, quiz_bestseller, Show_More_App, TDUPTODIET",https://bjjfanatics.com/products/ripped-in-12-weeks-intermittent-fasting-easy-bodyweight-fitness
67,2018-05-13,"Street Fighting Secrets by Chad Lyman","Chad Lyman",79.00,"COMBO","above-100, above-30, above-60, auto-best-seller, Chad Lyman, Facebook, Fighter_Chad Lyman, hide-combo, hide-dvd, MC_Self_Defense, OTHERS, Self Defense, Show_More_App, stock, Technique_Self Defense",https://bjjfanatics.com/products/street-fighting-secrets-by-chad-lyman
68,2018-05-13,"The Berimbolo and Beyond by The Miyao Brothers","Miyao Brothers",79.00,"COMBO","above-30, above-60, auto-best-seller, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Miyao Brothers, GTIN, Guard, hide-combo, hide-dvd, MC_Guard, Miyao Brothers, SC_Guard_Berimbolo_Guard, SC_Guard_De_La_Riva_Guard, Show_More_App, stock, Technique_Bermimbolo, TopBestSeller",https://bjjfanatics.com/products/the-berimbolo-and-beyond-by-the-miyao-brothers
69,2018-05-13,"The Butterfly Guard System by Rafael Formiga","Rafael Formiga",47.00,"COMBO","above-30, best_sellers_two_years, Facebook, Fighter_Rafael Formiga, GTIN, Guard, hide-combo, hide-dvd, MC_Guard, Rafael Formiga, SC_Guard_Half_Guard, Show_More_App, Technique_Guards, TopBestSeller",https://bjjfanatics.com/products/the-butterfly-guard-system-by-rafael-formiga
70,2018-05-13,"The Falcon Guard By Joel Bouhey","Joel Bouhey",47.00,"COMBO","above-30, above-60, Facebook, Fighter_Joel Bouhey, GUARD, hide-combo, hide-dvd, MC_Guard, On Demand, SC_Guard_Closed_Guard, Show_More_App, stock, Technique_Guards",https://bjjfanatics.com/products/the-falcon-guard-by-joel-bouhey
71,2018-05-13,"The Folding System by Fernando Reis","Fernando Reis",79.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, Facebook, Fernando Reis, Fighter_Fernando Reis, GUARD PASSING, hide-combo, hide-dvd, MC_Guard_Passing, Show_More_App, stock, Technique_Folding System",https://bjjfanatics.com/products/the-folding-system-by-fernando-reis-1
72,2018-05-13,"The Kimura Machine by Fabio Holanda","Fabio Holanda",47.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Fabio Holanda, hide-combo, hide-dvd, MC_Submissions, SC_Submissions_Arm_Attacks, Show_More_App, stock, SUBMISSIONS, Technique_Kimuras, TopBestSeller",https://bjjfanatics.com/products/the-kimura-machine-by-fabio-mastermind-holanda
73,2018-05-13,"The Kimura System by Robson ""Mau-Mau"" Lima","Mau Mau",79.00,"COMBO","above-30, above-60, best_sellers_two_years, Fighter_Mau Mau, hide-combo, MC_Submissions, SC_Submissions_Arm_Attacks, Show_More_App, stock, SUBMISSIONS, Technique_Kimuras",https://bjjfanatics.com/products/the-kimura-system-3-dvd-set-by-robson-mau-mau-lima-1
74,2018-05-13,"The Lazy Closed Guard by Rodrigo Artilheiro","Rodrigo Artilheiro",79.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, Facebook, Fighter_Rodrigo Artilheiro, GUARD, hide-combo, hide-dvd, MC_Guard, SC_Guard_Closed_Guard, Show_More_App, stock, Technique_Guards",https://bjjfanatics.com/products/the-lazy-closed-guard-by-rodrigo-artilheiro
75,2018-05-13,"The Lightweight Guard by Matheus Gonzaga","Matheus Gonzaga",39.00,"COMBO","above-30, best_sellers_two_years, Facebook, Fighter_Matheus Gonzaga, GTIN, GUARD, hide-combo, hide-dvd, Matheus Gonzaga, MC_Guard, SC_Guard_Closed_Guard, SC_Guard_Lasso_Guard, Show_More_App, Technique_Guards",https://bjjfanatics.com/products/the-lightweight-guard-by-matheus-gonzaga
76,2018-05-13,"The Masters Guard by Daniel Beleza","Daniel Beleza",127.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, Facebook, Fighter_Daniel Beleza, GUARD, hide-combo, hide-dvd, MC_Guard, MC_Submissions, SC_Guard_Closed_Guard, SC_Submissions_Chokes, Show_More_App, stock, Technique_Guards",https://bjjfanatics.com/products/the-masters-guard-by-daniel-beleza
77,2018-05-13,"The Real Judo Chop And Other Favorites by Kayla Harrison","Kayla Harrison",47.00,"COMBO","above-30, above-60, Facebook, hide-combo, hide-dvd, Judo, Judo Kayla Harrison, Kayla Harrison, MC_Judo, mc_women, Show_More_App, stock",https://bjjfanatics.com/products/the-real-judo-chop-and-other-favorites-by-kayla-harrison
78,2018-05-13,"Wiseman BJJ by Rodrigo Cavaca","Rodrigo Cavaca",79.00,"COMBO","above-100, above-30, above-60, best_sellers_two_years, Fighter_Rodrigo Cavaca, GUARD, hide-combo, hide-dvd, MC_Guard, MC_Submissions, Rodrigo Cavaca, SC_Guard_Closed_Guard, SC_Submissions_Foot_&_Leg_Attacks, Show_More_App, stock, SUBMISSIONS / LEG ATTACKS, Technique_Foot Locks, Technique_Guards, UPSELL",https://bjjfanatics.com/products/wiseman-bjj-by-rodrigo-cavaca-footlocks-closed-guard-attacks-stopping-the-guard-pass
79,2018-05-15,"Side Control Destruction Gi & NoGi by Will Grundhauser","Will Grundhauser",47.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Will Grundhauser, hide-combo, hide-dvd, MC_Side_Control_Attacks, New, Show_More_App, stock, SUBMISSIONS / ESCAPES, Technique_Side Control, Will Grundhauser",https://bjjfanatics.com/products/side-control-destruction-gi-nogi-by-will-grundhauser
80,2018-05-20,"High Percentage Chokes: No Gi by Lachlan Giles","Lachlan Giles",79.00,"COMBO","above-30, above-60, auto-best-seller, best_sellers_two_years, best_selling, best_selling_fighter, bestsellers-new, Facebook, featured-bestsellers, Fighter_best selling Lachlan Giles, Fighter_Lachlan Giles, GTIN, hide-combo, MC_Submissions, SC_Submissions_Chokes, Show_More_App, stock, SUBMISSIONS, Technique_Chokes, Technique_Submissions, TopBestSeller, trending-now",https://bjjfanatics.com/products/high-percentage-choke-no-gi-by-lachlan-giles
81,2018-05-26,"Fundamentals of a Jiu Jitsu Renegade by Kurt Osiander","Kurt Osiander",79.00,"COMBO","above-100, above-30, above-60, auto-best-seller, best_sellers_two_years, featured-bestsellers, Fighter_Kurt Osiander, GUARD, GUARD PASSING, hide-combo, hide-dvd, Kurt Osiander, MC_Fundamentals, New, quiz_bestseller, Show_More_App, stock, SUBMISSIONS, Technique_Guard, Technique_Passing, Technique_Submissions, TopBestSeller, wizard-beginner",https://bjjfanatics.com/products/fundamentals-of-a-jiu-jitsu-renegade-by-kurt-osiander
82,2018-06-02,"The Takedown Blueprint by Jimmy Pedro & Travis Stevens","Jimmy Pedro",79.00,"COMBO","above-30, above-60, auto-best-seller, Facebook, Fighter_Jimmy Pedro, Fighter_Travis Stevens, GTIN, hide-combo, hide-dvd, Jimmy Pedro, MC_Judo, MC_Takedowns, On Demand, quiz_bestseller, SC_Takedowns_Gi_Takedowns, Show_More_App, TAKEDOWNS, Technique_Takedowns, Travis Stevens",https://bjjfanatics.com/products/jimmy-pedro-travis-stevens-the-takedown-blueprint-1
83,2018-06-04,"The Crucifix and Loop Choke by Alexandre Vieira","Alexandre Vieira",79.00,"COMBO","above-100, above-30, above-60, Alexandre Vieira, auto-best-seller, best_sellers_two_years, Facebook, Fighter_Alexandre Vieira, hide-combo, hide-dvd, MC_Submissions, MC_Turtle, New, SC_Submissions_Chokes, Show_More_App, stock, Technique_Submissions",https://bjjfanatics.com/products/the-crucifix-and-loop-choke-by-alexandre-vieira
84,2018-06-06,"Foundations of Brazilian Jiu Jitsu by Bernardo Faria","Bernardo Faria",49.50,"COMBO","above-100, above-30, above-60, all-nav, auto-best-seller, Bernardo Faria, best_sellers_two_years, best_selling, best_selling_fighter, bestsellers-new, BJJ Super Deal, Facebook, faria-bundle, featured-bestsellers, Fighter_Bernardo Faria, Fighter_best selling Bernardo Faria, FUNDAMENTALS, GTIN, hide-combo, hide-dvd, level-1, MC_Fundamentals, New, quiz_bestseller, Show_More_App, stock, Technique_Fundamentals, TopBestSeller, trending-now, wizard-beginner",https://bjjfanatics.com/products/foundations-of-brazilian-jiu-jitsu-by-bernardo-faria
85,2018-06-07,"Killing the Spider and Lasso Guard by Travis Stevens","Travis Stevens",47.00,"COMBO","above-30, Fighter_Travis Stevens, GUARD PASSING, hide-combo, hide-dvd, MC_Guard_Passing, Show_More_App, SUBMISSIONS, Technique_Passing",https://bjjfanatics.com/products/killing-the-spider-and-lasso-guard-by-travis-stevens
86,2018-06-11,"How to Pass Guards Quickly and Easily Using Leg Attacks by Craig Jones","Craig Jones",79.00,"COMBO","above-30, above-60, auto-best-seller, best_selling, best_selling_fighter, bestsellers-new, Facebook, featured-bestsellers, Fighter_Craig Jones, GUARD PASSING, hide-combo, hide-dvd, MC_Guard_Passing, New, quiz_bestseller, Show_More_App, SUBMISSIONS, Technique_Passing, TopBestSeller",https://bjjfanatics.com/products/how-to-pass-guards-quickly-and-easily-using-leg-attacks-by-craig-jones
87,2018-06-16,"Half Guard Destruction by Gabriel Procopio","Gabriel Procopio",47.00,"COMBO","above-30, above-60, best_sellers_two_years, Facebook, Fighter_Gabriel Procopio, Gabriel Procopio, GUARD PASSING, hide-combo, hide-dvd, New, Show_More_App, stock, SUBMISSIONS, Technique_Passing",https://bjjfanatics.com/products/half-guard-destruction-by-gabriel-procopio
88,2018-06-16,"The 411 Leg Lock Instructional by Alan Shade","Alan Shade",49.95,"COMBO","above-30, Alan Shade, best_sellers_two_years, Facebook, Fighter_Alan Shade, GTIN, hide-combo, hide-dvd, MC_Submissions, New, SC_Submissions_Foot_&_Leg_Attacks, Show_More_App, SUBMISSIONS / LEG ATTACKS, Technique_Leg Attacks, Technique_Leglocks",https://bjjfanatics.com/products/the-411-leg-lock-instructional-with-alan-shade
89,2018-06-23,"KB Essentials an Instructional Guide to Kettlebell Training by Mike Perry","Mike Perry",37.00,"COMBO","above-30, best_sellers_two_years, Facebook, Fighter_Mike Perry, hide-combo, hide-dvd, MC_Conditioning, New, OTHERS, Show_More_App, stock, Technique_Conditioning",https://bjjfanatics.com/products/kb-essentials-an-instructional-guide-to-kettlebell-training-with-mike-perry
90,2018-06-25,"Brazilian Jiu Jitsu Black Belt Requirements by Roy Dean","Roy Dean",99.00,"COMBO","above-30, above-60, Facebook, Fighter_Roy Dean, hide-combo, MC_Guard, MC_Submissions, New, Roy Dean, Show_More_App, Technique_Black Belt",https://bjjfanatics.com/products/brazilian-jiu-jitsu-black-belt-requirements-by-roy-dean-digital
91,2018-06-25,"Brazilian Jiu Jitsu Brown Belt Requirements by Roy Dean","Roy Dean",99.00,"COMBO","above-30, above-60, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Roy Dean, GTIN, hide-combo, New, Roy Dean, Show_More_App, Technique_Brown Belt, TopBestSeller",https://bjjfanatics.com/products/brazilian-jiu-jitsu-brown-belt-requirements-by-roy-dean
92,2018-06-25,"Brazilian Jiu Jitsu Purple Belt Requirements by Roy Dean","Roy Dean",99.00,"COMBO","above-30, above-60, auto-best-seller, featured-bestsellers, Fighter_Roy Dean, GTIN, hide-combo, hide-download, New, Roy Dean, Show_More_App, Technique_Purple Belt",https://bjjfanatics.com/products/brazilian-jiu-jitsu-purple-belt-requirements-by-roy-dean-digital
93,2018-06-25,"Brazilian Jiu Jitsu Blue Belt Requirements by Roy Dean","Roy Dean",99.00,"COMBO","above-30, above-60, auto-best-seller, Facebook, Fighter_Roy Dean, GTIN, hide-combo, MC_Fundamentals, New, Roy Dean, Show_More_App, Technique_Blue Belt",https://bjjfanatics.com/products/brazilian-jiu-jitsu-blue-belt-requirements-by-roy-dean
94,2018-06-25,"No Gi Essentials by Roy Dean","Roy Dean",99.00,"COMBO","above-30, above-60, Facebook, Fighter_Roy Dean, GTIN, hide-combo, MC_Fundamentals, New, Roy Dean, Show_More_App, Technique_No Gi",https://bjjfanatics.com/products/submission-grappling-no-gi-essentials-by-roy-dean-digital
95,2018-07-02,"Rubber Guard: The Meathook by Brandon McCaghren","Brandon McCaghren",79.00,"COMBO","above-100, above-30, above-60, auto-best-seller, best_sellers_two_years, bestsellers-new, Brandon McCaghren, Facebook, featured-bestsellers, Fighter_Brandon McCaghren, GUARD, hide-combo, hide-dvd, MC_Guard, New, SC_Guard_Rubber_Guard, Show_More_App, stock, Technique_10th Planet, Technique_Rubber Guard, TopBestSeller",https://bjjfanatics.com/products/rubber-guard-the-meathook-by-brandon-mccaghren
96,2018-07-10,"Butterfly Guard Re-Discovered by Adam Wardzinski","Adam Wardzinski",79.00,"COMBO","above-100, above-30, above-60, Adam Wardzinski, auto-best-seller, bestsellers-new, Facebook, featured-bestsellers, Fighter_Adam Wardzinski, GUARD, hide-combo, hide-dvd, level-3, MC_Guard, New, quiz_bestseller, SC_Guard_Butterfly_Guard, Show_More_App, stock, SUBMISSIONS, Technique_Butterfly Guard, TopBestSeller",https://bjjfanatics.com/products/butterfly-guard-re-discovered-by-adam-wardzinski
97,2018-07-19,"Back Attacks Enter The System by John Danaher","John Danaher",197.00,"COMBO","above-100, above-130, above-160, above-30, above-60, auto-best-seller, Back Attacks, best_selling, best_selling_fighter, bestsellers-new, Facebook, featured-bestsellers, Fighter_John Danaher, GTIN, hide-combo, hide-dvd, John Danaher, level-3, MC_Back_Attacks, MC_Submissions, New, Nlessons-64, quiz_bestseller, SC_Submissions_Chokes, Show_More_App, Technique_Back Attacks, TopBestSeller, Vtime-8h17min",https://bjjfanatics.com/products/back-attacks-enter-the-system-by-john-danaher
98,2018-07-31,"Kimura System by Marcelo Cohen","Marcelo Cohen",29.00,"COMBO","best_sellers_two_years, Facebook, Fighter_Marcelo Cohen, hide-combo, Marcelo Cohen, MC_Submissions, SC_Submissions_Arm_Attacks, Show_More_App, Technique_Submissions, TopBestSeller",https://bjjfanatics.com/products/kimura-system-by-marcelo-cohen
99,2018-08-06,"Movement for Grappling by Scott Georgaklis with Travis Stevens","Scott Georgaklis",47.00,"COMBO","above-30, above-60, auto-best-seller, best_sellers_two_years, Facebook, Fighter_Scott Georgaklis, hide-combo, hide-dvd, MC_Conditioning, MC_Drills, OTHERS, Scott Georgaklis, Show_More_App, stock, Technique_Conditioning, TopBestSeller",https://bjjfanatics.com/products/movement-for-grappling-by-scott-georgaklis-with-travis-stevens
100,2018-08-06,"Magic Guard Passing by Travis Stevens","Travis Stevens",47.00,"COMBO","above-30, above-60, auto-best-seller, Facebook, Fighter_Travis Stevens, GUARD PASSING, hide-combo, hide-dvd, MC_Guard_Passing, Show_More_App, stock, SUBMISSIONS, Technique_Passing",https://bjjfanatics.com/products/magic-guard-passing-by-travis-stevens
101,2018-08-13,"Power Switch Guard Retention and Genius Back Takes by Mikey Musumeci","Mikey Musumeci",79.00,"COMBO","above-100, above-30, above-60, auto-best-seller, BACK ATTACKS, best_sellers_two_years, bestsellers-new, Facebook, featured-bestsellers, Fighter_Mikey Musumeci, GUARD, hide-combo, hide-dvd, MC_Guard, Mikey Musumeci, New, quiz_bestseller, SC_Guard_Guard_Retention, Show_More_App, stock, Technique_Back Attacks, Technique_Guard, TopBestSeller, trending-now",https://bjjfanatics.com/products/power-switch-guard-retention-and-genius-back-takes-by-mikey-musumeci
102,2018-08-13,"Best of Butterfly Guard by Cesar Casamajo","Cesar Casamajo",47.00,"COMBO","above-30, best_sellers_two_years, Cesar Casamajo, Facebook, Fighter_Cesar Casamajo, GUARD, hide-combo, hide-dvd, MC_Guard, New, SC_Guard_Butterfly_Guard, Show_More_App, stock, SUBMISSIONS, Technique_Guards",https://bjjfanatics.com/products/best-of-butterfly-guard-by-cesar-casamajo
103,2018-08-15,"Reverse Triangle The World by Joel Bouhey","Joel Bouhey",39.00,"COMBO","above-30, auto-best-seller, Facebook, Fighter_Joel Bouhey, GTIN, hide-combo, hide-dvd, Joel Bouhey, MC_Submissions, SC_Submissions_Chokes, Show_More_App, Technique_Submissions, TopBestSeller",https://bjjfanatics.com/products/reverse-triangle-the-world-by-joel-bouhey
104,2018-08-20,"The Pillars Side Control Mastery by Stephen Whittier","Stephen Whittier",79.00,"COMBO","above-30, above-60, auto-best-seller, Facebook, Fighter_Stephen Whittier, hide-combo, hide-dvd, MC_Side_Control_Attacks, quiz_bestseller, Show_More_App, SUBMISSIONS / ESCAPES, Technique_Side Control",https://bjjfanatics.com/products/the-pillars-side-control-mastery-by-stephen-whittier
105,2018-08-27,"The Ground Marshal Half Guard by Neil Melanson","Neil Melanson",79.00,"COMBO","above-100, above-30, above-60, auto-best-seller, Facebook, featured-bestsellers, Fighter_Neil Melanson, GUARD, hide-combo, MC_Catch_Wrestling, MC_Guard, Neil Melanson, SC_Guard_Half_Guard, Show_More_App, stock, SUBMISSIONS / OTHER, Technique_Catch Wrestling, Technique_Half Guard, TopBestSeller",https://bjjfanatics.com/products/the-ground-marshal-half-guard-by-neil-melanson
106,2018-09-03,"The Butterfly Half Guard by Tom DeBlass","Tom DeBlass",79.00,"COMBO","above-30, above-60, auto-best-seller, best_selling, best_selling_fighter, Facebook, featured-bestsellers, Fighter_Tom DeBlass, GTIN, GUARD, hide-combo, hide-dvd, MC_Guard, New, quiz_bestseller, SC_Guard_Butterfly_Guard, Show_More_App, Technique_Guard, Technique_Half Guard",https://bjjfanatics.com/products/the-butterfly-half-guard-by-tom-deblass
107,2018-09-10,"The Turtle Guard Revisited by Eduardo Telles","Eduardo Telles",47.00,"COMBO","above-30, above-60, auto-best-seller, best_sellers_two_years, bestsellers-new, Eduardo Telles, ESCAPES / BACK ATTACKS, Facebook, featured-bestsellers, Fighter_Eduardo Telles, hide-combo, hide-dvd, MC_Turtle, Nlessons-37, quiz_bestseller, Show_More_App, stock, Technique_Turtle, TopBestSeller, Vtime-2h32min",https://bjjfanatics.com/products/the-turtle-guard-revisited-by-eduardo-telles
